0005634	0.26731
0016020	0.21304
0005576	0.2083
0003677	0.14685
0045449	0.13653
0003700	0.12949
0043565	0.11992
0006355	0.10706
0005783	0.09038
0008152	0.08267
0016021	0.07178
0006118	0.05911
0016491	0.0577
0005179	0.05156
0003824	0.04673
0006486	0.04238
0005622	0.03799
0006955	0.03782
0005737	0.03468
0006811	0.03291
0006468	0.03237
0004672	0.03203
0007156	0.03055
0006508	0.03028
0005524	0.02929
0007155	0.02873
0015979	0.02869
0006457	0.02818
0030594	0.0278
0045211	0.0278
0005975	0.02756
0005230	0.02699
0008270	0.02693
0004713	0.02685
0005216	0.02662
0005509	0.02657
0004930	0.02623
0006412	0.02615
0004872	0.02483
0004197	0.02447
0045454	0.02445
0004888	0.02388
0005515	0.02384
0030173	0.0228
0046983	0.02254
0043169	0.0222
0003676	0.02193
0016853	0.0214
0008234	0.02125
0008373	0.02094
0007169	0.02077
0015986	0.02025
0004553	0.02006
0046961	0.01996
0046933	0.01996
0007186	0.01992
0050660	0.01974
0006096	0.01958
0006952	0.01892
0003735	0.01892
0000166	0.01889
0016469	0.01866
0005840	0.0184
0008009	0.01838
0051082	0.01833
0004674	0.01828
0009055	0.0182
0007031	0.01792
0030528	0.01727
0016984	0.01708
0009573	0.01708
0015977	0.01708
0005777	0.01701
0004129	0.01683
0004867	0.01659
0004889	0.0165
0005488	0.01645
0005778	0.0161
0016757	0.01539
0008305	0.01534
0004096	0.01522
0009654	0.01517
0005215	0.01464
0005739	0.01461
0004714	0.01457
0007165	0.0143
0004896	0.01429
0004222	0.0141
0006810	0.01393
0006334	0.01388
0046872	0.01386
0016627	0.0133
0005740	0.0132
0016616	0.01309
0008289	0.01283
0006631	0.01276
0008107	0.01263
0019882	0.01256
0016042	0.01243
0006633	0.01242
0008200	0.01239
0000786	0.01178
0007166	0.01177
0016758	0.01172
0008237	0.01164
0045087	0.01156
0031224	0.01156
0045735	0.01153
0019898	0.0115
0003995	0.01149
0005126	0.01143
0005506	0.01137
0007275	0.01136
0030170	0.01134
0006099	0.01105
0051537	0.01105
0006801	0.01101
0005525	0.011
0006979	0.01098
0009058	0.01086
0008417	0.01081
0006869	0.01077
0051287	0.01059
0006644	0.01032
0004623	0.01032
0004785	0.01012
0046914	0.01008
0009765	0.01008
0004890	0.00994
0051536	0.00993
0001584	0.00975
0005125	0.00939
0006350	0.00917
0006826	0.00916
0008199	0.00916
0004386	0.00912
0006006	0.0091
0042157	0.00904
0008083	0.00902
0020037	0.00898
0003997	0.00888
0006635	0.00866
0006260	0.00864
0007242	0.00859
0006879	0.00858
0044267	0.00849
0006886	0.00849
0004725	0.00846
0017111	0.00834
0004365	0.00833
0003779	0.0082
0016791	0.0082
0016311	0.0082
0042546	0.00808
0008484	0.00806
0006470	0.00804
0004812	0.00804
0008943	0.008
0006520	0.00791
0006418	0.0078
0004784	0.00752
0004497	0.00748
0019538	0.00746
0042981	0.00735
0004194	0.00714
0009405	0.00713
0005578	0.00713
0016706	0.00702
0006614	0.00699
0048500	0.00699
0008312	0.00699
0005044	0.00696
0008236	0.00688
0007596	0.00676
0006281	0.00672
0006289	0.00667
0004568	0.00666
0006032	0.00666
0004190	0.00663
0004579	0.00663
0006813	0.00649
0005003	0.00649
0004926	0.00649
0005391	0.00649
0005507	0.00636
0009250	0.00628
0009011	0.00628
0008378	0.00627
0044262	0.00624
0050662	0.00624
0006629	0.0062
0006144	0.0062
0004846	0.0062
0006814	0.00618
0008146	0.00616
0004522	0.006
0008026	0.00591
0000036	0.0059
0005164	0.00586
0033014	0.0058
0042626	0.00571
0009522	0.00565
0009538	0.00565
0042651	0.00565
0006807	0.00564
0004252	0.00559
0016998	0.00548
0016740	0.00546
0008415	0.00546
0004866	0.00545
0006259	0.00538
0006546	0.00537
0008067	0.00534
0016165	0.00524
0016702	0.00524
0004364	0.00524
0003684	0.00524
0005615	0.00522
0005529	0.00521
0004519	0.00514
0003723	0.00507
0003924	0.00507
0006139	0.00504
0005794	0.00503
0008061	0.00502
0009536	0.00502
0045300	0.00502
0048037	0.00501
0005764	0.00501
0006821	0.00495
0007219	0.00495
0008565	0.00494
0016192	0.00489
0004571	0.00485
0008299	0.00485
0050661	0.00485
0005198	0.00481
0016651	0.00477
0016563	0.00476
0001558	0.00474
0004449	0.00464
0004185	0.00463
0030414	0.0046
0004289	0.00451
0003777	0.00448
0004377	0.00447
0004274	0.00442
0004855	0.00442
0004854	0.00442
0006662	0.00442
0004871	0.00437
0006108	0.00434
0015035	0.00431
0000287	0.0043
0006471	0.00428
0003950	0.00428
0016568	0.00428
0018024	0.00428
0004869	0.00427
0005520	0.00427
0008047	0.00427
0007218	0.00424
0003755	0.00423
0007229	0.00419
0004675	0.00419
0046873	0.00419
0016337	0.00419
0005743	0.00419
0005746	0.00417
0007585	0.00417
0016624	0.00417
0006665	0.00417
0030529	0.00415
0005788	0.00413
0018279	0.00413
0005789	0.00413
0008475	0.00413
0042613	0.00412
0008121	0.00412
0006817	0.00411
0003899	0.00409
0003887	0.00409
0006915	0.00409
0031177	0.00409
0016887	0.00408
0016787	0.00403
0030246	0.00397
0003862	0.00396
0009098	0.00396
0015078	0.00395
0008483	0.00395
0004563	0.00394
0006310	0.00387
0007160	0.00385
0016874	0.00384
0015935	0.00384
0007018	0.00381
0046912	0.00381
0007214	0.00381
0005024	0.00381
0010181	0.0038
0015995	0.00376
0009507	0.00376
0004108	0.00376
0007154	0.00373
0006013	0.00365
0015923	0.00365
0004559	0.00365
0005184	0.00363
0004857	0.00361
0006094	0.00358
0045980	0.00357
0016560	0.00353
0003884	0.00353
0005779	0.00353
0016301	0.00351
0006461	0.00349
0030001	0.00347
0005385	0.00343
0006829	0.00343
0004908	0.00343
0009073	0.00342
0006100	0.00339
0000785	0.00333
0006351	0.00333
0004186	0.00332
0005183	0.00332
0004806	0.00332
0004461	0.00332
0005989	0.00332
0051085	0.0033
0004573	0.0033
0009311	0.0033
0016071	0.00329
0016849	0.00324
0009190	0.00324
0004356	0.00323
0016773	0.00323
0016597	0.00315
0008092	0.00315
0004634	0.00314
0030216	0.00314
0000015	0.00314
0001533	0.00314
0042549	0.00313
0008937	0.00313
0019685	0.00313
0004324	0.00313
0016630	0.00313
0030693	0.00313
0042612	0.00311
0016772	0.00309
0016500	0.00304
0007178	0.00304
0005021	0.00304
0008277	0.00304
0004702	0.00304
0009374	0.00303
0009396	0.00302
0006950	0.00299
0005102	0.00298
0005960	0.00298
0008553	0.00298
0006754	0.00298
0006573	0.00298
0006464	0.00297
0006542	0.00297
0004531	0.00295
0050790	0.00295
0009082	0.00295
0006413	0.00288
0003743	0.00288
0016310	0.00288
0016743	0.00288
0016769	0.00286
0006367	0.00285
0003702	0.00285
0004879	0.00285
0005669	0.00285
0016818	0.00285
0003707	0.00285
0004861	0.00285
0019871	0.00284
0016615	0.00283
0006725	0.00282
0004379	0.00279
0007017	0.00279
0006499	0.00279
0005856	0.00279
0008094	0.00278
0004086	0.00277
0006544	0.00274
0001509	0.00273
0044237	0.0027
0006487	0.00268
0016051	0.00268
0015018	0.00268
0005795	0.00268
0016614	0.00267
0009348	0.00267
0004585	0.00267
0015057	0.00266
0003697	0.00265
0004451	0.00264
0006541	0.00263
0004427	0.00262
0006796	0.00262
0004618	0.00254
0005496	0.00251
0005875	0.0025
0007050	0.0025
0015976	0.0025
0046554	0.0025
0016705	0.0025
0042286	0.0025
0016117	0.0025
0003980	0.00247
0006730	0.00246
0019752	0.00245
0030132	0.00244
0030130	0.00244
0004345	0.00241
0015671	0.00238
0019825	0.00238
0045254	0.00238
0004742	0.00238
0004047	0.00238
0006090	0.00238
0006526	0.00238
0000781	0.00237
0007004	0.00237
0004003	0.00237
0006352	0.00237
0004518	0.00237
0030337	0.00237
0043626	0.00237
0006275	0.00237
0045941	0.00237
0042162	0.00237
0008191	0.00237
0007586	0.00237
0031012	0.00237
0005133	0.00237
0030976	0.00235
0008233	0.00235
0009116	0.00234
0006816	0.00228
0007601	0.00228
0004999	0.00228
0016829	0.00228
0042802	0.00222
0043086	0.00222
0007264	0.00219
0030060	0.00217
0006396	0.00213
0016844	0.00212
0005759	0.00212
0003746	0.00212
0006414	0.00212
0019201	0.00211
0019205	0.00211
0035023	0.00209
0004347	0.00209
0030036	0.00209
0017137	0.00209
0030286	0.00209
0005089	0.00209
0035091	0.00209
0006098	0.00206
0004287	0.00204
0004089	0.00203
0005344	0.00202
0009081	0.00202
0004084	0.00202
0004450	0.00201
0004332	0.00198
0008474	0.00197
0004565	0.00197
0006516	0.00197
0004560	0.00197
0009341	0.00197
0003993	0.00193
0006207	0.00192
0042578	0.00192
0006241	0.00192
0004550	0.00192
0006183	0.00192
0006228	0.00192
0003840	0.0019
0008528	0.0019
0016012	0.0019
0004245	0.0019
0005663	0.0019
0003689	0.0019
0003725	0.0019
0005730	0.0019
0030151	0.00189
0030155	0.00189
0005606	0.00189
0005604	0.00189
0045995	0.00189
0004859	0.00189
0005550	0.00189
0030334	0.00189
0018445	0.00189
0005618	0.00189
0004521	0.00189
0030248	0.00189
0006284	0.00189
0016209	0.00189
0004107	0.00188
0004655	0.00188
0016717	0.00188
0006750	0.00188
0005978	0.00188
0019877	0.00188
0008878	0.00188
0008840	0.00188
0050242	0.00188
0005643	0.00187
0016820	0.00186
0016779	0.00186
0051539	0.00186
0004067	0.00185
0006779	0.00185
0004601	0.00183
0004372	0.00182
0006563	0.00182
0004452	0.00179
0000062	0.00179
0003991	0.00178
0006783	0.00178
0003942	0.00178
0003870	0.00178
0018106	0.00178
0004673	0.00178
0016620	0.00178
0003984	0.00178
0000104	0.00178
0008442	0.00178
0008137	0.00178
0004148	0.00178
0004616	0.00178
0000139	0.00178
0008375	0.00178
0003827	0.00178
0030259	0.00178
0006066	0.00177
0006537	0.00177
0008283	0.00177
0005498	0.00176
0006637	0.00176
0016559	0.00176
0016291	0.00176
0006535	0.00176
0004470	0.00175
0045900	0.00174
0006182	0.00174
0004383	0.00174
0016765	0.00172
0016290	0.0017
0015031	0.00168
